cliente_id,visitas_ultimos_7_dias,visitas_ultimos_30_dias,visitas_ultimos_90_dias,dias_desde_ultima_visita,tendencia_asistencia,clases_reservadas_mes,clases_canceladas_mes,clases_asistidas_mes,entrenamientos_personales_mes,uso_piscina_mes,uso_spa_mes
507,0,1,0,104,Decreciente,2,1,1,0,0,0
508,0,1,1,95,Decreciente,0,0,0,0,0,0
509,0,0,2,131,Decreciente,0,0,0,0,0,0
510,0,1,2,143,Decreciente,0,0,0,0,0,1
511,0,0,2,111,Decreciente,0,0,0,0,0,1
512,0,0,3,127,Decreciente,0,0,0,0,0,0
513,0,0,0,126,Decreciente,0,1,0,0,1,0
514,0,0,2,140,Decreciente,0,0,0,0,0,0
515,0,0,0,89,Decreciente,0,0,0,0,0,0
516,0,0,2,115,Decreciente,1,0,1,0,0,0
517,0,0,0,148,Creciente,1,0,1,0,0,0
518,0,0,3,129,Decreciente,0,0,0,0,1,0
519,0,0,2,104,Estable,1,0,1,0,0,0
520,0,0,0,120,Decreciente,1,0,1,0,0,0
521,0,0,1,134,Decreciente,1,0,1,0,0,0
522,0,0,2,129,Estable,0,0,0,0,0,0
523,0,1,2,106,Decreciente,0,0,0,0,0,0
524,0,0,2,106,Decreciente,1,0,1,0,0,0
525,0,0,1,143,Decreciente,1,1,0,0,0,0
526,0,0,1,95,Decreciente,0,0,0,0,0,0
527,0,0,3,115,Decreciente,0,0,0,0,0,1
528,0,0,2,98,Decreciente,0,0,0,0,1,0
529,0,0,3,145,Decreciente,1,1,0,0,0,0
530,0,1,0,143,Decreciente,1,0,1,0,0,0
531,0,0,3,102,Decreciente,3,2,1,0,0,0
532,0,1,2,109,Decreciente,0,0,0,0,0,0
533,0,0,3,113,Decreciente,1,1,0,0,1,0
534,0,0,1,133,Estable,1,0,1,0,0,0
535,0,0,1,97,Decreciente,0,0,0,0,0,0
536,0,1,0,147,Decreciente,1,1,0,0,0,0
537,0,0,3,86,Decreciente,1,2,0,0,0,1
538,0,1,2,140,Decreciente,0,0,0,0,0,0
539,0,0,0,98,Decreciente,0,0,0,0,0,0
540,0,0,0,143,Decreciente,0,0,0,0,0,0
541,0,0,0,117,Decreciente,1,0,1,0,0,0
542,0,0,1,133,Decreciente,1,1,0,0,1,0
543,0,0,1,102,Decreciente,0,0,0,0,0,0
544,0,0,3,107,Decreciente,0,1,0,0,0,0
545,0,0,0,121,Decreciente,0,0,0,0,0,0
546,0,0,2,85,Decreciente,0,0,0,0,0,0
547,0,0,1,135,Estable,1,0,1,0,0,0
548,0,0,0,112,Estable,0,0,0,0,0,0
549,0,0,2,123,Decreciente,2,1,1,0,0,1
550,0,1,1,104,Estable,0,1,0,0,0,0
551,0,1,3,149,Decreciente,0,0,0,0,0,0
552,0,0,1,105,Estable,0,0,0,0,1,0
553,0,0,3,93,Decreciente,0,0,0,0,0,0
554,0,0,3,96,Decreciente,0,0,0,0,0,0
555,0,0,1,92,Decreciente,0,0,0,0,1,0
556,0,0,0,138,Decreciente,1,0,1,0,0,0
557,0,1,3,111,Decreciente,3,3,0,0,0,0
558,0,0,1,102,Decreciente,1,0,1,0,1,0
559,0,1,2,111,Estable,1,1,0,0,0,0
560,0,0,0,136,Decreciente,2,0,2,0,0,0
561,0,1,2,120,Decreciente,0,0,0,0,0,0
562,0,0,0,133,Decreciente,0,0,0,0,0,0
563,0,1,2,135,Decreciente,0,0,0,0,0,0
564,0,0,3,99,Estable,1,0,1,0,0,0
565,0,0,1,118,Decreciente,1,0,1,0,0,0
566,0,1,3,129,Decreciente,1,0,1,0,0,0
567,0,0,0,99,Decreciente,2,1,1,0,0,0
568,0,0,1,93,Estable,0,0,0,0,0,0
569,0,0,2,93,Decreciente,1,0,1,0,0,0
570,0,1,3,97,Decreciente,0,0,0,0,0,0
