cliente_id,plan_contratado,precio_plan,entrenador_personal,nutricionista,spa,piscina,clases_premium,servicios_adicionales,num_compras_adicionales,importe_total_compras
409,Premium,64.99,True,True,False,True,False,Taquilla + Toalla,1,28.26
410,VIP,99.99,True,False,False,False,True,Toalla,0,0.0
411,Estándar,44.99,False,False,False,True,False,Taquilla + Toalla,0,0.0
412,Estándar,44.99,False,True,False,False,False,Parking,4,92.13
413,Básico,29.99,False,False,False,False,True,Toalla,5,303.18
414,Acceso Total,79.99,False,False,False,False,True,Taquilla,2,126.84
415,VIP,99.99,False,True,True,False,False,Parking,4,86.59
416,Acceso Total,79.99,False,False,True,False,True,Parking,1,62.63
417,Estándar,44.99,True,True,False,True,True,Taquilla + Toalla,3,113.16
418,Premium,64.99,False,False,False,False,False,Taquilla,3,79.6
419,Premium,64.99,False,False,True,False,False,Toalla,2,33.99
420,Estándar,44.99,True,False,False,False,False,Taquilla + Toalla,3,178.31
421,Solo Clases,34.99,False,False,False,True,True,Parking + Taquilla,2,122.25
422,Acceso Total,79.99,False,False,False,False,True,Parking,1,11.88
423,Solo Clases,34.99,False,False,False,False,True,Taquilla + Toalla,2,148.04
424,VIP,99.99,False,False,False,False,False,Toalla,1,36.88
425,Estándar,44.99,False,False,False,False,True,Taquilla,2,42.9
426,Estándar,44.99,True,True,False,False,True,Ninguno,2,111.82
427,Acceso Total,79.99,False,False,False,True,False,Parking + Taquilla,0,0.0
428,Básico,29.99,False,False,False,False,True,Parking,3,199.5
429,VIP,99.99,True,False,True,True,False,Taquilla,4,314.61
430,Premium,64.99,False,False,True,False,False,Parking + Taquilla,0,0.0
431,Premium,64.99,True,False,False,False,False,Taquilla + Toalla,2,84.44
432,Acceso Total,79.99,False,False,False,False,True,Ninguno,6,287.95
433,Estándar,44.99,False,False,False,True,False,Ninguno,2,94.38
434,Estándar,44.99,False,False,False,False,False,Taquilla + Toalla,3,120.53
435,Básico,29.99,True,False,True,True,True,Parking,1,49.83
436,Premium,64.99,False,False,False,True,True,Ninguno,7,257.14
437,Estándar,44.99,True,True,False,False,True,Toalla,3,181.53
438,Estándar,44.99,True,False,True,True,True,Parking,2,56.54
439,Solo Clases,34.99,True,False,True,False,False,Taquilla + Toalla,1,29.24
440,Acceso Total,79.99,True,False,False,False,False,Taquilla,4,229.9
441,Básico,29.99,False,False,False,False,True,Parking + Taquilla,1,32.27
442,Premium,64.99,False,False,False,False,False,Parking + Taquilla,4,210.61
443,Acceso Total,79.99,True,False,False,True,False,Toalla,0,0.0
444,Básico,29.99,False,False,True,False,True,Parking + Taquilla,3,111.91
445,Básico,29.99,False,False,False,True,False,Parking + Taquilla,0,0.0
446,Básico,29.99,False,False,False,True,False,Parking,3,152.84
447,Premium,64.99,False,True,True,False,True,Taquilla,0,0.0
448,Estándar,44.99,False,False,True,False,False,Taquilla,0,0.0
449,Acceso Total,79.99,False,False,True,False,False,Taquilla,1,39.27
450,Premium,64.99,True,False,False,False,True,Parking + Taquilla,2,126.65
451,Premium,64.99,False,True,False,False,True,Taquilla + Toalla,1,20.99
452,Básico,29.99,True,False,False,True,True,Parking + Taquilla,3,66.18
453,Estándar,44.99,False,True,False,True,True,Taquilla,3,158.04
454,VIP,99.99,False,False,False,False,False,Parking,1,27.5
455,VIP,99.99,False,False,True,True,True,Parking,0,0.0
456,VIP,99.99,False,True,False,True,False,Taquilla + Toalla,1,75.6
457,Premium,64.99,False,True,False,False,False,Parking,4,164.22
458,Solo Clases,34.99,False,False,False,True,True,Toalla,1,71.05
459,Solo Clases,34.99,True,False,True,True,False,Parking,4,318.75
460,VIP,99.99,True,False,False,False,True,Ninguno,1,60.11
461,Básico,29.99,True,False,True,False,True,Parking + Taquilla,0,0.0
462,Básico,29.99,False,False,False,True,False,Ninguno,0,0.0
463,Estándar,44.99,False,True,True,False,True,Taquilla,4,295.63
464,Premium,64.99,True,False,False,True,False,Parking + Taquilla,0,0.0
465,Estándar,44.99,False,False,True,True,False,Parking,1,12.5
466,Estándar,44.99,False,False,False,True,True,Parking + Taquilla,4,121.54
467,Solo Clases,34.99,True,False,False,False,True,Parking + Taquilla,3,57.0
468,Solo Clases,34.99,True,True,False,False,True,Parking,2,62.41
469,Solo Clases,34.99,True,False,True,False,True,Taquilla,0,0.0
470,Estándar,44.99,False,False,False,False,False,Taquilla + Toalla,1,55.39
471,Premium,64.99,False,False,True,False,False,Taquilla,3,77.11
472,Estándar,44.99,False,True,True,True,False,Taquilla + Toalla,0,0.0
473,Básico,29.99,True,True,True,True,True,Toalla,2,112.99
474,Básico,29.99,False,False,False,False,True,Parking,1,69.26
475,Premium,64.99,True,False,False,False,True,Taquilla,2,116.56
476,Estándar,44.99,True,False,True,False,False,Parking,2,57.21
477,VIP,99.99,True,True,True,False,False,Taquilla,1,25.93
478,Básico,29.99,True,False,False,False,True,Toalla,5,326.51
479,VIP,99.99,False,False,False,True,True,Toalla,4,199.41
480,Premium,64.99,False,True,False,True,True,Taquilla,3,153.68
481,Estándar,44.99,True,False,False,False,True,Toalla,0,0.0
482,Estándar,44.99,False,True,False,True,False,Toalla,0,0.0
483,Estándar,44.99,False,True,False,False,True,Parking,0,0.0
484,Premium,64.99,False,False,False,False,True,Taquilla + Toalla,1,33.97
485,Estándar,44.99,False,False,False,False,False,Parking,0,0.0
486,Estándar,44.99,True,True,False,True,False,Taquilla,0,0.0
487,Básico,29.99,True,False,True,True,True,Taquilla + Toalla,3,193.75
488,Premium,64.99,False,True,False,True,False,Taquilla,0,0.0
489,Solo Clases,34.99,False,False,False,True,False,Taquilla + Toalla,1,13.87
490,Estándar,44.99,False,False,False,False,False,Parking + Taquilla,0,0.0
491,VIP,99.99,True,False,False,False,True,Parking + Taquilla,1,23.96
492,VIP,99.99,False,False,True,False,False,Toalla,1,60.6
493,Acceso Total,79.99,True,True,True,False,True,Parking + Taquilla,5,220.46
494,VIP,99.99,False,False,False,False,True,Toalla,1,47.65
495,Premium,64.99,False,True,False,True,True,Taquilla,1,71.18
496,Premium,64.99,True,False,False,False,False,Parking,3,190.19
497,Solo Clases,34.99,False,False,True,False,True,Parking + Taquilla,2,123.47
498,Estándar,44.99,True,False,True,True,False,Toalla,4,171.13
499,Estándar,44.99,True,False,False,True,False,Ninguno,0,0.0
500,Básico,29.99,False,False,True,True,False,Parking,2,72.29
501,Solo Clases,34.99,True,False,False,False,False,Ninguno,3,108.39
502,Estándar,44.99,False,False,True,False,True,Ninguno,5,66.86
503,Básico,29.99,False,False,False,False,False,Parking + Taquilla,4,245.64
504,VIP,99.99,True,False,False,True,True,Ninguno,0,0.0
505,Solo Clases,34.99,False,True,True,False,False,Toalla,2,88.23
506,VIP,99.99,False,False,True,False,False,Toalla,3,114.5
507,Básico,29.99,False,True,True,True,False,Taquilla + Toalla,2,88.77
508,Acceso Total,79.99,False,False,False,False,False,Taquilla + Toalla,0,0.0
509,Básico,29.99,False,False,False,False,False,Toalla,2,32.68
510,Premium,64.99,False,False,False,True,False,Taquilla + Toalla,4,53.13
511,Solo Clases,34.99,False,False,True,False,True,Taquilla,1,55.11
512,Básico,29.99,False,False,True,True,True,Ninguno,1,20.77
513,Solo Clases,34.99,False,False,False,False,False,Ninguno,0,0.0
514,Básico,29.99,True,True,True,False,True,Ninguno,1,69.38
515,Acceso Total,79.99,False,False,False,True,True,Parking + Taquilla,0,0.0
516,Básico,29.99,False,False,True,True,True,Taquilla,2,133.58
517,Solo Clases,34.99,False,False,False,False,False,Taquilla + Toalla,0,0.0
518,Básico,29.99,False,False,True,False,False,Toalla,2,150.89
519,Premium,64.99,False,False,True,False,True,Taquilla,0,0.0
520,Estándar,44.99,True,False,False,False,True,Parking + Taquilla,0,0.0
521,Estándar,44.99,False,False,True,False,False,Parking,1,32.51
522,Básico,29.99,False,False,False,True,False,Ninguno,0,0.0
523,Premium,64.99,False,False,False,False,False,Parking + Taquilla,3,44.37
524,Básico,29.99,True,False,True,False,False,Taquilla,3,74.9
525,Estándar,44.99,False,True,False,True,False,Taquilla + Toalla,0,0.0
526,Básico,29.99,True,False,False,False,False,Taquilla + Toalla,2,65.65
527,Solo Clases,34.99,True,False,False,True,False,Taquilla,0,0.0
528,Básico,29.99,False,False,True,False,True,Toalla,0,0.0
529,Básico,29.99,False,False,False,False,False,Ninguno,1,73.09
530,Básico,29.99,False,False,False,False,False,Toalla,1,19.53
531,Estándar,44.99,False,False,False,False,False,Parking + Taquilla,0,0.0
532,Básico,29.99,False,False,True,False,False,Parking + Taquilla,0,0.0
533,Estándar,44.99,False,False,False,False,False,Ninguno,0,0.0
534,Solo Clases,34.99,False,False,False,True,False,Ninguno,0,0.0
535,Premium,64.99,False,False,False,True,True,Ninguno,1,44.91
536,Estándar,44.99,False,False,True,False,True,Taquilla + Toalla,1,22.82
537,Básico,29.99,True,True,False,False,False,Parking,0,0.0
538,Premium,64.99,False,False,False,False,True,Parking,1,57.89
539,Básico,29.99,False,False,True,True,False,Toalla,3,43.91
540,Premium,64.99,False,False,True,True,True,Parking + Taquilla,3,237.63
541,Básico,29.99,False,False,False,False,False,Parking,1,19.29
542,Estándar,44.99,False,False,True,True,False,Parking + Taquilla,0,0.0
543,Estándar,44.99,False,False,False,False,False,Toalla,4,204.17
544,VIP,99.99,False,False,False,False,True,Taquilla,1,51.81
545,Básico,29.99,True,False,False,True,False,Taquilla + Toalla,2,54.37
546,Estándar,44.99,True,False,True,False,False,Parking + Taquilla,1,30.5
547,Básico,29.99,False,False,False,True,False,Parking,0,0.0
548,Premium,64.99,False,False,False,True,False,Parking,0,0.0
549,Solo Clases,34.99,True,False,False,False,True,Ninguno,2,152.78
550,Estándar,44.99,True,True,False,False,False,Parking,0,0.0
551,Estándar,44.99,True,False,False,True,False,Ninguno,0,0.0
552,Solo Clases,34.99,False,False,False,True,False,Parking + Taquilla,1,66.88
553,Estándar,44.99,False,False,False,False,False,Taquilla,0,0.0
554,Estándar,44.99,False,False,False,False,False,Ninguno,2,65.34
555,Estándar,44.99,False,False,False,False,False,Taquilla + Toalla,0,0.0
556,Premium,64.99,True,True,False,False,False,Taquilla + Toalla,2,26.41
557,Básico,29.99,False,False,False,False,True,Ninguno,3,64.32
558,VIP,99.99,False,False,True,True,False,Taquilla + Toalla,0,0.0
559,Estándar,44.99,False,False,False,False,False,Toalla,0,0.0
560,Básico,29.99,False,False,False,True,False,Parking,1,77.5
561,Premium,64.99,True,False,False,True,True,Ninguno,0,0.0
562,Estándar,44.99,False,False,False,True,True,Toalla,4,256.67
563,Básico,29.99,True,True,True,False,False,Parking + Taquilla,2,145.15
564,Premium,64.99,False,False,True,False,False,Ninguno,0,0.0
565,VIP,99.99,True,False,False,False,False,Ninguno,0,0.0
566,Solo Clases,34.99,False,False,False,False,False,Toalla,2,58.24
567,Solo Clases,34.99,True,False,False,True,False,Taquilla + Toalla,2,152.3
568,VIP,99.99,False,False,False,False,True,Ninguno,2,39.11
569,Básico,29.99,True,True,True,True,False,Taquilla + Toalla,1,37.71
570,Estándar,44.99,False,False,False,True,True,Toalla,3,52.09
